-- Insertar Categorías
INSERT INTO Categorias (nombre) VALUES 
('Frutas y Verduras'),
('Carnes y Pescados'),
('Lácteos y Huevos'),
('Panadería y Cereales'),
('Bebidas'),
('Tabaco y Accesorios');

-- Insertar Subcategorías
INSERT INTO Subcategorias (nombre, id_categoria) VALUES 
-- Frutas y Verduras
('Frutas Frescas', (SELECT id_categoria FROM Categorias WHERE nombre = 'Frutas y Verduras')),
('Verduras de Hoja', (SELECT id_categoria FROM Categorias WHERE nombre = 'Frutas y Verduras')),
('Tubérculos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Frutas y Verduras')),
-- Carnes y Pescados
('Carnes Rojas', (SELECT id_categoria FROM Categorias WHERE nombre = 'Carnes y Pescados')),
('Aves', (SELECT id_categoria FROM Categorias WHERE nombre = 'Carnes y Pescados')),
('Pescados y Mariscos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Carnes y Pescados')),
-- Lácteos y Huevos
('Leche y Alternativas', (SELECT id_categoria FROM Categorias WHERE nombre = 'Lácteos y Huevos')),
('Quesos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Lácteos y Huevos')),
('Yogurt y Huevos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Lácteos y Huevos')),
-- Panadería y Cereales
('Pan', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales')),
('Cereales', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales')),
('Galletas y Snacks', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales')),
-- Bebidas
('Refrescos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas')),
('Jugos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas')),
('Agua', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas')),
-- Tabaco y Accesorios
('Cigarrillos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Tabaco y Accesorios');

-- Insertar Marcas
INSERT INTO Marcas (nombre) VALUES 
('Marca Frutas'),
('Marca Carnes'),
('Marca Lácteos'),
('Marca Panadería'),
('Marca Bebidas'),
('Marca Tabaco');

-- Script para crear nuevos productos con códigos de barras actualizados y subqueries para llaves foráneas
INSERT INTO Productos (nombre, descripcion, id_categoria, id_subcategoria, id_marca, unidad_medida, cantidad, precio, stock, codigo_barras, fecha_creacion, estado, foto)
VALUES 
('Manzanas', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Frutas y Verduras'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Frutas Frescas'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Frutas'), 'kg', 1.00, 2.50, 100, '7891234567890', '2024-11-25 08:57:01.957', 'activo', ''),
('Avena', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Cereales'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Panadería'), 'kg', 0.50, 2.00, 120, '7891234567893', '2024-11-25 08:57:22.62', 'activo', ''),
('Corn Flakes', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Cereales'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Panadería'), 'kg', 0.50, 3.00, 100, '7892345678904', '2024-11-25 08:57:22.62', 'activo', ''),
('Granola', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Cereales'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Panadería'), 'kg', 0.50, 4.00, 80, '7893456789015', '2024-11-25 08:57:22.62', 'activo', ''),
('Galletas saladas', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Galletas y Snacks'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Panadería'), 'unidad', 0.20, 1.50, 150, '7894567890126', '2024-11-25 08:57:22.62', 'activo', ''),
('Galletas dulces', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Galletas y Snacks'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Panadería'), 'unidad', 0.30, 2.00, 130, '7895678901237', '2024-11-25 08:57:22.62', 'activo', ''),
('Chips de papa', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Panadería y Cereales'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Galletas y Snacks'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Panadería'), 'unidad', 0.15, 1.80, 200, '7896789012348', '2024-11-25 08:57:22.62', 'activo', ''),
('Coca-Cola', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Refrescos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 2.00, 2.50, 200, '7897890123459', '2024-11-25 08:57:33.507', 'activo', ''),
('Sprite', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Refrescos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 2.00, 2.30, 180, '7898901234570', '2024-11-25 08:57:33.507', 'activo', ''),
('Fanta', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Refrescos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 2.00, 2.30, 170, '7899012345681', '2024-11-25 08:57:33.507', 'activo', ''),
('Jugo de naranja', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Jugos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 1.00, 3.00, 100, '7890123456792', '2024-11-25 08:57:33.507', 'activo', ''),
('Jugo de manzana', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Jugos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 1.00, 2.80, 90, '7891234567894', '2024-11-25 08:57:33.507', 'activo', ''),
('Jugo multifrutas', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Jugos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 1.00, 3.20, 80, '7892345678905', '2024-11-25 08:57:33.507', 'activo', ''),
('Agua mineral', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Agua'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 1.50, 1.00, 300, '7893456789016', '2024-11-25 08:57:33.507', 'activo', ''),
('Agua con gas', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Agua'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 1.50, 1.20, 250, '7894567890127', '2024-11-25 08:57:33.507', 'activo', ''),
('Agua saborizada', '', (SELECT id_categoria FROM Categorias WHERE nombre = 'Bebidas'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Agua'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Bebidas'), 'litro', 1.50, 1.50, 200, '7895678901238', '2024-11-25 08:57:33.507', 'activo', ''),
('Cig Rojos', 'Paquete de 20 cigarrillos de tipo rojos', (SELECT id_categoria FROM Categorias WHERE nombre = 'Tabaco y Accesorios'), (SELECT id_subcategoria FROM Subcategorias WHERE nombre = 'Cigarrillos'), (SELECT id_marca FROM Marcas WHERE nombre = 'Marca Tabacos'), 'unidad', 1.00, 5.75, 50, '7896789012349', '2024-11-25 15:41:32.317', 'activo', '');
